task_id,model,condition,is_valid,top_1_line,top_3_lines,faulty_lines,top1_hit,top3_hit,region_hit,reciprocal_rank
HE_052_below_threshold,openai__gpt-oss-20b_free,D,1,11,11|13|10,11,1,1,1,1.0000
HE_052_below_threshold,poolside__laguna-xs-2.1_free,A,1,11,11|10|12,11,1,1,1,1.0000
HE_052_below_threshold,poolside__laguna-xs-2.1_free,B,1,11,10|11|12,11,1,1,1,0.5000
HE_052_below_threshold,poolside__laguna-xs-2.1_free,C,1,11,11|13|10,11,1,1,1,1.0000
HE_052_below_threshold,poolside__laguna-xs-2.1_free,D,0,,,11,0,0,0,0.0000
HE_055_fib,nvidia__nemotron-nano-9b-v2_free,A,1,15,15|14|13,15,1,1,1,1.0000
HE_055_fib,nvidia__nemotron-nano-9b-v2_free,B,1,15,13|14|15,15,1,1,1,0.3333
HE_055_fib,nvidia__nemotron-nano-9b-v2_free,C,1,15,14|15|16,15,1,1,1,0.5000
HE_055_fib,nvidia__nemotron-nano-9b-v2_free,D,1,15,14|15|16,15,1,1,1,0.5000
HE_055_fib,openai__gpt-oss-20b_free,A,1,15,15|14|16,15,1,1,1,1.0000
HE_055_fib,openai__gpt-oss-20b_free,B,1,15,15|14|16,15,1,1,1,1.0000
HE_055_fib,openai__gpt-oss-20b_free,C,1,15,15|14|16,15,1,1,1,1.0000
HE_055_fib,openai__gpt-oss-20b_free,D,1,15,14|15|16,15,1,1,1,0.5000
HE_055_fib,poolside__laguna-xs-2.1_free,A,1,15,15|12|16,15,1,1,1,1.0000
HE_055_fib,poolside__laguna-xs-2.1_free,B,1,15,15|14|12,15,1,1,1,1.0000
HE_055_fib,poolside__laguna-xs-2.1_free,C,1,15,14|15|16,15,1,1,1,0.5000
HE_055_fib,poolside__laguna-xs-2.1_free,D,1,15,14|15|16,15,1,1,1,0.5000
HE_057_monotonic,nvidia__nemotron-nano-9b-v2_free,A,1,12,12|13|14,12,1,1,1,1.0000
HE_057_monotonic,nvidia__nemotron-nano-9b-v2_free,B,1,12,12|13|14,12,1,1,1,1.0000
HE_057_monotonic,nvidia__nemotron-nano-9b-v2_free,C,1,12,12|13|14,12,1,1,1,1.0000
HE_057_monotonic,nvidia__nemotron-nano-9b-v2_free,D,1,12,12|14|13,12,1,1,1,1.0000
HE_057_monotonic,openai__gpt-oss-20b_free,A,1,12,12|13|14,12,1,1,1,1.0000
HE_057_monotonic,openai__gpt-oss-20b_free,B,1,12,12|13|14,12,1,1,1,1.0000
HE_057_monotonic,openai__gpt-oss-20b_free,C,1,12,12|14|13,12,1,1,1,1.0000
HE_057_monotonic,openai__gpt-oss-20b_free,D,1,12,12|14|13,12,1,1,1,1.0000
HE_057_monotonic,poolside__laguna-xs-2.1_free,A,1,12,12|13|14,12,1,1,1,1.0000
HE_057_monotonic,poolside__laguna-xs-2.1_free,B,1,12,12|13|14,12,1,1,1,1.0000
HE_057_monotonic,poolside__laguna-xs-2.1_free,C,0,,,12,0,0,0,0.0000
HE_057_monotonic,poolside__laguna-xs-2.1_free,D,1,12,12|14|13,12,1,1,1,1.0000
HE_063_fibfib,nvidia__nemotron-nano-9b-v2_free,A,1,22,22|19|20,22,1,1,1,1.0000
HE_063_fibfib,nvidia__nemotron-nano-9b-v2_free,B,1,21,17|18|21,22,0,0,0,0.0000
HE_063_fibfib,nvidia__nemotron-nano-9b-v2_free,C,1,21,21|22|18,22,0,1,0,0.5000
HE_063_fibfib,nvidia__nemotron-nano-9b-v2_free,D,1,22,22|21|23,22,1,1,1,1.0000
HE_063_fibfib,openai__gpt-oss-20b_free,A,1,22,22|23|21,22,1,1,1,1.0000
HE_063_fibfib,openai__gpt-oss-20b_free,B,1,22,22|21|23,22,1,1,1,1.0000
HE_063_fibfib,openai__gpt-oss-20b_free,C,1,22,22|21|23,22,1,1,1,1.0000
HE_063_fibfib,openai__gpt-oss-20b_free,D,1,22,22|21|23,22,1,1,1,1.0000
HE_063_fibfib,poolside__laguna-xs-2.1_free,A,1,22,22|23|21,22,1,1,1,1.0000
HE_063_fibfib,poolside__laguna-xs-2.1_free,B,1,22,22|21|23,22,1,1,1,1.0000
HE_063_fibfib,poolside__laguna-xs-2.1_free,C,1,22,21|22|23,22,1,1,1,0.5000
HE_063_fibfib,poolside__laguna-xs-2.1_free,D,1,22,21|22|23,22,1,1,1,0.5000
HE_064_vowels_count,nvidia__nemotron-nano-9b-v2_free,A,1,20,20|19|21,20,1,1,1,1.0000
HE_064_vowels_count,nvidia__nemotron-nano-9b-v2_free,B,1,20,18|19|20,20,1,1,1,0.3333
HE_064_vowels_count,nvidia__nemotron-nano-9b-v2_free,C,1,20,20|19|22,20,1,1,1,1.0000
HE_064_vowels_count,nvidia__nemotron-nano-9b-v2_free,D,1,20,20|18|22,20,1,1,1,1.0000
HE_064_vowels_count,openai__gpt-oss-20b_free,A,1,20,20|21|19,20,1,1,1,1.0000
HE_064_vowels_count,openai__gpt-oss-20b_free,B,1,20,20|21|22,20,1,1,1,1.0000
HE_064_vowels_count,openai__gpt-oss-20b_free,C,1,20,20|18|19,20,1,1,1,1.0000
HE_064_vowels_count,openai__gpt-oss-20b_free,D,1,20,20|18|19,20,1,1,1,1.0000
HE_064_vowels_count,poolside__laguna-xs-2.1_free,A,1,20,20|19|21,20,1,1,1,1.0000
HE_064_vowels_count,poolside__laguna-xs-2.1_free,B,0,,,20,0,0,0,0.0000
HE_064_vowels_count,poolside__laguna-xs-2.1_free,C,1,20,20|19|22,20,1,1,1,1.0000
HE_064_vowels_count,poolside__laguna-xs-2.1_free,D,0,,,20,0,0,0,0.0000
HE_068_pluck,nvidia__nemotron-nano-9b-v2_free,A,1,37,37|38|39,37,1,1,1,1.0000
HE_068_pluck,nvidia__nemotron-nano-9b-v2_free,B,1,37,36|37|38,37,1,1,1,0.5000
HE_068_pluck,nvidia__nemotron-nano-9b-v2_free,C,1,37,37|38|39,37,1,1,1,1.0000
HE_068_pluck,nvidia__nemotron-nano-9b-v2_free,D,1,37,37|38|39,37,1,1,1,1.0000
HE_068_pluck,openai__gpt-oss-20b_free,A,1,37,37|38|39,37,1,1,1,1.0000
HE_068_pluck,openai__gpt-oss-20b_free,B,1,37,37|38|39,37,1,1,1,1.0000
HE_068_pluck,openai__gpt-oss-20b_free,C,1,37,37|38|39,37,1,1,1,1.0000
HE_068_pluck,openai__gpt-oss-20b_free,D,1,37,37|38|39,37,1,1,1,1.0000
HE_068_pluck,poolside__laguna-xs-2.1_free,A,1,37,37|38|39,37,1,1,1,1.0000
HE_068_pluck,poolside__laguna-xs-2.1_free,B,1,37,37|38|39,37,1,1,1,1.0000
HE_068_pluck,poolside__laguna-xs-2.1_free,C,1,37,37|38|39,37,1,1,1,1.0000
HE_068_pluck,poolside__laguna-xs-2.1_free,D,1,37,37|38|39,37,1,1,1,1.0000
HE_071_triangle_area,nvidia__nemotron-nano-9b-v2_free,A,0,,,13,0,0,0,0.0000
HE_071_triangle_area,nvidia__nemotron-nano-9b-v2_free,B,0,,,13,0,0,0,0.0000
HE_071_triangle_area,nvidia__nemotron-nano-9b-v2_free,C,0,,,13,0,0,0,0.0000
HE_071_triangle_area,nvidia__nemotron-nano-9b-v2_free,D,0,,,13,0,0,0,0.0000
HE_071_triangle_area,openai__gpt-oss-20b_free,A,1,13,13|14|15,13,1,1,1,1.0000
HE_071_triangle_area,openai__gpt-oss-20b_free,B,1,13,13|14|15,13,1,1,1,1.0000
HE_071_triangle_area,openai__gpt-oss-20b_free,C,1,13,13|15|16,13,1,1,1,1.0000
HE_071_triangle_area,openai__gpt-oss-20b_free,D,1,13,13|15|16,13,1,1,1,1.0000
HE_071_triangle_area,poolside__laguna-xs-2.1_free,A,1,13,13|14|16,13,1,1,1,1.0000
HE_071_triangle_area,poolside__laguna-xs-2.1_free,B,1,13,13|14|15,13,1,1,1,1.0000
HE_071_triangle_area,poolside__laguna-xs-2.1_free,C,0,,,13,0,0,0,0.0000
HE_071_triangle_area,poolside__laguna-xs-2.1_free,D,0,,,13,0,0,0,0.0000
HE_091_is_bored,nvidia__nemotron-nano-9b-v2_free,A,1,16,16|15|14,16,1,1,1,1.0000
HE_091_is_bored,nvidia__nemotron-nano-9b-v2_free,B,1,16,15|16|17,16,1,1,1,0.5000
HE_091_is_bored,nvidia__nemotron-nano-9b-v2_free,C,1,16,14|15|16,16,1,1,1,0.3333
HE_091_is_bored,nvidia__nemotron-nano-9b-v2_free,D,1,16,16|15|14,16,1,1,1,1.0000
HE_091_is_bored,openai__gpt-oss-20b_free,A,1,16,16|15|14,16,1,1,1,1.0000
HE_091_is_bored,openai__gpt-oss-20b_free,B,1,16,16|15|14,16,1,1,1,1.0000
HE_091_is_bored,openai__gpt-oss-20b_free,C,1,16,16|15|14,16,1,1,1,1.0000
HE_091_is_bored,openai__gpt-oss-20b_free,D,1,16,16|15|14,16,1,1,1,1.0000
HE_091_is_bored,poolside__laguna-xs-2.1_free,A,0,,,16,0,0,0,0.0000
HE_091_is_bored,poolside__laguna-xs-2.1_free,B,0,,,16,0,0,0,0.0000
HE_091_is_bored,poolside__laguna-xs-2.1_free,C,0,,,16,0,0,0,0.0000
HE_091_is_bored,poolside__laguna-xs-2.1_free,D,1,16,16|15|14,16,1,1,1,1.0000
HE_118_get_closest_vowel,nvidia__nemotron-nano-9b-v2_free,A,1,23,23|20|22,23,1,1,1,1.0000
HE_118_get_closest_vowel,nvidia__nemotron-nano-9b-v2_free,B,0,,,23,0,0,0,0.0000
HE_118_get_closest_vowel,nvidia__nemotron-nano-9b-v2_free,C,1,24,23|24|20,23,0,1,0,1.0000
HE_118_get_closest_vowel,nvidia__nemotron-nano-9b-v2_free,D,1,24,23|24|20,23,0,1,0,1.0000
HE_118_get_closest_vowel,openai__gpt-oss-20b_free,A,1,23,23|22|21,23,1,1,1,1.0000
HE_118_get_closest_vowel,openai__gpt-oss-20b_free,B,1,23,23|20|21,23,1,1,1,1.0000
HE_118_get_closest_vowel,openai__gpt-oss-20b_free,C,1,23,23|24|20,23,1,1,1,1.0000
HE_118_get_closest_vowel,openai__gpt-oss-20b_free,D,1,23,23|24|20,23,1,1,1,1.0000
HE_118_get_closest_vowel,poolside__laguna-xs-2.1_free,A,0,,,23,0,0,0,0.0000
HE_118_get_closest_vowel,poolside__laguna-xs-2.1_free,B,0,,,23,0,0,0,0.0000
HE_118_get_closest_vowel,poolside__laguna-xs-2.1_free,C,1,23,23|24|20,23,1,1,1,1.0000
HE_118_get_closest_vowel,poolside__laguna-xs-2.1_free,D,0,,,23,0,0,0,0.0000
